feedback_id,user_id,restaurant_id,feedback_text,submitted_on,feedback_type,priority_level,admin_response,response_date,is_resolved
FDBK07072,9929,P.F._34853,Food quality was not as expected.,2024-09-16,Complaint,Low,"Resolved, thank you for reaching out.",2024-09-16,True
FDBK07073,6646,Chili's_50399,"The service was too slow, please improve.",2021-08-26,Praise,Medium,"Resolved, thank you for reaching out.",2023-05-16,False
FDBK07074,5249,Olive_9191,"Exceptional experience, highly recommend!",2024-07-20,Suggestion,Low,"Resolved, thank you for reaching out.",2024-09-19,False
FDBK07075,8355,Panera_8658,Loved the ambiance and the staff were friendly.,2023-06-18,Praise,Low,We are looking into this issue.,2024-10-13,True
FDBK07076,11020,Olive_53071,Food quality was not as expected.,2021-09-07,Praise,Medium,,2024-09-15,True
FDBK07077,4588,Outback_6175,Loved the ambiance and the staff were friendly.,2022-09-13,Other,Low,Thank you for your feedback.,2024-01-16,False
FDBK07078,3950,Outback_1595,"Great service, but room for improvement.",2023-08-16,Suggestion,High,Thank you for your feedback.,2023-08-16,False
FDBK07079,8309,Panera_74748,"Great service, but room for improvement.",2024-12-24,Other,High,,2024-12-24,True
FDBK07080,8480,Red_39006,"Exceptional experience, highly recommend!",2022-02-13,Suggestion,High,"Resolved, thank you for reaching out.",2022-02-13,False
FDBK07081,5754,Chipotle_58462,Food quality was not as expected.,2023-07-31,Inquiry,High,Thank you for your feedback.,2023-07-31,False
FDBK07082,11445,Chipotle_5362,Loved the ambiance and the staff were friendly.,2021-06-15,Complaint,High,"Resolved, thank you for reaching out.",2021-06-15,True
FDBK07083,2366,P.F._50913,"Great service, but room for improvement.",2021-07-28,Praise,High,We are looking into this issue.,2024-01-25,True
FDBK07084,9076,Chili's_18909,Loved the ambiance and the staff were friendly.,2020-04-28,Complaint,Medium,"Resolved, thank you for reaching out.",2024-03-01,True
FDBK07085,10697,Red_36976,"Great service, but room for improvement.",2024-05-07,Complaint,High,We are looking into this issue.,2024-05-07,False
FDBK07086,8209,Olive_12331,Loved the ambiance and the staff were friendly.,2021-06-29,Praise,Low,We are looking into this issue.,2023-12-17,False
FDBK07087,10336,Olive_96441,Loved the ambiance and the staff were friendly.,2024-05-02,Inquiry,Low,,2024-05-02,True
FDBK07088,9410,Chipotle_822,"Great service, but room for improvement.",2024-04-12,Praise,Medium,"Resolved, thank you for reaching out.",2024-09-11,True
FDBK07089,2042,Chili's_83609,Loved the ambiance and the staff were friendly.,2020-12-30,Complaint,High,Thank you for your feedback.,2021-02-18,False
FDBK07090,9611,Olive_18911,Loved the ambiance and the staff were friendly.,2023-06-16,Inquiry,Low,"Resolved, thank you for reaching out.",2024-06-10,False
FDBK07091,3902,Panera_89428,"The service was too slow, please improve.",2023-10-20,Praise,High,"Resolved, thank you for reaching out.",2023-11-13,True
FDBK07092,10219,The_32260,"Exceptional experience, highly recommend!",2024-11-17,Complaint,Low,Thank you for your feedback.,2024-11-17,False
FDBK07093,11133,Olive_8001,Food quality was not as expected.,2023-12-07,Praise,High,,2023-12-07,True
FDBK07094,6146,Chipotle_80482,"Exceptional experience, highly recommend!",2022-04-16,Praise,High,"Resolved, thank you for reaching out.",2022-12-07,True
FDBK07095,6473,Buffalo_654,Loved the ambiance and the staff were friendly.,2023-05-22,Complaint,Medium,Thank you for your feedback.,2024-12-18,False
FDBK07096,7439,The_25050,Loved the ambiance and the staff were friendly.,2022-08-14,Praise,High,"Resolved, thank you for reaching out.",2022-08-14,False
FDBK07097,5782,Red_61766,Loved the ambiance and the staff were friendly.,2022-07-08,Complaint,High,,2023-08-09,True
FDBK07098,2489,Red_79436,"Exceptional experience, highly recommend!",2022-02-01,Suggestion,Low,We are looking into this issue.,2023-05-21,True
FDBK07099,3111,P.F._16193,"The service was too slow, please improve.",2024-05-10,Praise,High,"Resolved, thank you for reaching out.",2024-05-10,False
FDBK07100,8163,Red_66066,"The service was too slow, please improve.",2022-07-31,Other,Low,"Resolved, thank you for reaching out.",2022-07-31,True
FDBK07101,5486,P.F._81763,"Great service, but room for improvement.",2023-03-12,Suggestion,High,"Resolved, thank you for reaching out.",2023-03-12,False
FDBK07102,6676,Texas_22007,"The service was too slow, please improve.",2020-02-16,Complaint,Low,"Resolved, thank you for reaching out.",2024-08-10,True
FDBK07103,2146,Panera_98278,"Great service, but room for improvement.",2022-12-22,Complaint,Medium,"Resolved, thank you for reaching out.",2024-10-03,False
FDBK07104,5681,Olive_69481,Loved the ambiance and the staff were friendly.,2020-09-17,Inquiry,Medium,Thank you for your feedback.,2024-08-15,True
FDBK07105,7850,P.F._32263,"The service was too slow, please improve.",2021-03-16,Complaint,High,,2022-01-10,True
FDBK07106,4100,The_70930,"Exceptional experience, highly recommend!",2021-03-26,Praise,Low,"Resolved, thank you for reaching out.",2021-10-16,True
FDBK07107,9134,P.F._3663,"Great service, but room for improvement.",2021-07-11,Complaint,Low,We are looking into this issue.,2024-11-02,False
FDBK07108,10177,Buffalo_96554,"Great service, but room for improvement.",2023-05-09,Praise,Medium,,2023-05-09,False
FDBK07109,9913,Chili's_64579,Loved the ambiance and the staff were friendly.,2020-12-28,Suggestion,Low,Thank you for your feedback.,2023-09-11,True
FDBK07110,9043,Panera_53478,Loved the ambiance and the staff were friendly.,2023-06-01,Other,Low,We are looking into this issue.,2023-06-01,True
FDBK07111,11435,Chipotle_38142,"Great service, but room for improvement.",2022-07-04,Praise,High,We are looking into this issue.,2022-07-04,False
FDBK07112,8054,Buffalo_16364,Loved the ambiance and the staff were friendly.,2022-05-29,Inquiry,High,"Resolved, thank you for reaching out.",2022-05-29,True
FDBK07113,10258,P.F._6613,Loved the ambiance and the staff were friendly.,2022-09-01,Complaint,Low,We are looking into this issue.,2023-08-12,False
FDBK07114,4340,Texas_55957,Food quality was not as expected.,2022-07-07,Suggestion,Low,We are looking into this issue.,2022-07-07,False
FDBK07115,3116,Buffalo_8014,"Great service, but room for improvement.",2020-06-25,Other,High,,2020-06-25,False
FDBK07116,9554,Olive_10701,"The service was too slow, please improve.",2023-02-02,Other,Low,"Resolved, thank you for reaching out.",2023-02-02,True
FDBK07117,3320,Outback_96905,"Exceptional experience, highly recommend!",2024-09-14,Complaint,Medium,We are looking into this issue.,2024-09-14,False
FDBK07118,6498,P.F._52383,"Exceptional experience, highly recommend!",2023-05-16,Complaint,Low,Thank you for your feedback.,2023-05-16,True
FDBK07119,3502,Panera_1268,Loved the ambiance and the staff were friendly.,2020-05-11,Other,Medium,,2023-11-14,True
FDBK07120,3033,Chili's_88979,"The service was too slow, please improve.",2022-02-23,Other,Low,"Resolved, thank you for reaching out.",2024-08-12,True
FDBK07121,7621,Buffalo_1324,"Exceptional experience, highly recommend!",2021-03-12,Praise,High,,2024-09-26,False
FDBK07122,8385,Panera_14788,Loved the ambiance and the staff were friendly.,2023-12-08,Other,High,We are looking into this issue.,2023-12-08,False
FDBK07123,8117,Texas_66447,"The service was too slow, please improve.",2020-12-29,Praise,High,,2021-12-07,False
FDBK07124,7420,Chili's_37529,"The service was too slow, please improve.",2022-03-12,Inquiry,High,Thank you for your feedback.,2022-03-12,False
FDBK07125,10635,Buffalo_89024,"The service was too slow, please improve.",2024-01-18,Suggestion,Low,,2024-01-18,False
FDBK07126,6610,Chili's_55059,"The service was too slow, please improve.",2022-08-31,Other,Low,Thank you for your feedback.,2023-06-09,False
FDBK07127,6485,Outback_62085,"Exceptional experience, highly recommend!",2020-05-20,Praise,Medium,Thank you for your feedback.,2022-01-23,False
FDBK07128,2350,Panera_15768,"The service was too slow, please improve.",2023-06-03,Inquiry,High,,2023-06-03,False
FDBK07129,10083,Chipotle_92692,"Exceptional experience, highly recommend!",2020-02-26,Complaint,Low,,2022-12-31,False
FDBK07130,10786,The_40120,Loved the ambiance and the staff were friendly.,2022-10-05,Suggestion,Medium,"Resolved, thank you for reaching out.",2022-10-05,False
FDBK07131,2764,Outback_58825,Food quality was not as expected.,2024-04-01,Complaint,Low,,2024-04-01,False
FDBK07132,7171,Chili's_76509,Food quality was not as expected.,2023-06-06,Praise,Medium,Thank you for your feedback.,2023-06-06,True
FDBK07133,9713,Chili's_54339,"Great service, but room for improvement.",2022-10-25,Other,Low,Thank you for your feedback.,2022-10-25,False
FDBK07134,9778,Red_87936,"The service was too slow, please improve.",2020-09-13,Complaint,High,,2022-01-03,True
FDBK07135,10743,P.F._51093,Food quality was not as expected.,2021-05-23,Complaint,Medium,,2021-07-25,True
FDBK07136,5276,Olive_28051,"Exceptional experience, highly recommend!",2023-06-12,Suggestion,Low,We are looking into this issue.,2024-06-15,False
FDBK07137,3336,Buffalo_73684,"Exceptional experience, highly recommend!",2023-05-29,Praise,High,We are looking into this issue.,2023-08-08,False
FDBK07138,5496,P.F._3813,"Exceptional experience, highly recommend!",2022-07-10,Praise,Low,Thank you for your feedback.,2022-07-10,True
FDBK07139,3853,Chipotle_1372,Food quality was not as expected.,2024-05-03,Complaint,Low,Thank you for your feedback.,2024-05-03,True
FDBK07140,6491,Texas_92397,"Exceptional experience, highly recommend!",2024-12-26,Praise,High,,2024-12-26,True
FDBK07141,8352,Chili's_3289,Loved the ambiance and the staff were friendly.,2022-10-15,Praise,Medium,Thank you for your feedback.,2022-10-15,True
FDBK07142,5064,Buffalo_58024,"Exceptional experience, highly recommend!",2020-07-19,Other,Medium,Thank you for your feedback.,2022-05-04,True
FDBK07143,10091,Outback_76425,Loved the ambiance and the staff were friendly.,2023-08-30,Suggestion,Low,,2023-08-30,False
FDBK07144,7582,Panera_55498,"The service was too slow, please improve.",2020-06-29,Inquiry,Low,Thank you for your feedback.,2024-11-25,True
FDBK07145,7992,The_33460,"The service was too slow, please improve.",2021-12-29,Inquiry,Low,"Resolved, thank you for reaching out.",2023-06-07,False
FDBK07146,8867,Olive_45871,Loved the ambiance and the staff were friendly.,2023-04-13,Other,High,Thank you for your feedback.,2023-04-13,False
FDBK07147,8936,Outback_93595,Food quality was not as expected.,2024-12-30,Complaint,Medium,Thank you for your feedback.,2024-12-30,True
FDBK07148,2483,Chipotle_87672,"Exceptional experience, highly recommend!",2024-12-16,Other,Medium,,2024-12-16,False
FDBK07149,5402,Buffalo_27234,Food quality was not as expected.,2020-07-10,Other,High,,2021-07-24,False
FDBK07150,3477,P.F._37813,"The service was too slow, please improve.",2022-07-07,Suggestion,High,We are looking into this issue.,2022-07-07,True
FDBK07151,2389,The_26170,"Great service, but room for improvement.",2022-03-26,Other,Low,,2022-03-26,True
FDBK07152,9837,Chili's_80889,"The service was too slow, please improve.",2022-11-29,Complaint,Medium,,2024-07-17,False
FDBK07153,9110,Chipotle_10292,"Exceptional experience, highly recommend!",2022-11-24,Praise,High,,2022-11-24,True
FDBK07154,8600,Chili's_70519,"Great service, but room for improvement.",2020-02-12,Complaint,High,,2024-05-12,True
FDBK07155,2433,Texas_80787,"Exceptional experience, highly recommend!",2023-09-03,Praise,High,"Resolved, thank you for reaching out.",2023-09-03,True
FDBK07156,9052,Olive_85141,Loved the ambiance and the staff were friendly.,2024-11-17,Complaint,Medium,,2024-11-17,True
FDBK07157,3968,Outback_47605,"The service was too slow, please improve.",2022-12-22,Praise,Low,"Resolved, thank you for reaching out.",2022-12-22,True
FDBK07158,4598,Red_99726,"Exceptional experience, highly recommend!",2021-10-31,Other,Low,We are looking into this issue.,2024-01-27,False
FDBK07159,2242,P.F._31453,Food quality was not as expected.,2023-03-05,Praise,High,We are looking into this issue.,2023-03-05,False
FDBK07160,6212,Texas_48887,"Exceptional experience, highly recommend!",2020-03-17,Praise,High,"Resolved, thank you for reaching out.",2020-11-30,False
FDBK07161,7972,Texas_63717,"The service was too slow, please improve.",2024-08-20,Inquiry,High,,2024-08-20,True
FDBK07162,8038,Chipotle_70602,Food quality was not as expected.,2022-07-31,Suggestion,Medium,We are looking into this issue.,2023-06-26,False
FDBK07163,9255,Outback_78055,"Exceptional experience, highly recommend!",2024-10-19,Praise,Medium,We are looking into this issue.,2024-10-19,True
FDBK07164,4557,Chili's_37639,"The service was too slow, please improve.",2021-04-04,Complaint,Low,Thank you for your feedback.,2021-04-04,False
FDBK07165,10245,Outback_18965,"Exceptional experience, highly recommend!",2024-01-01,Complaint,Medium,Thank you for your feedback.,2024-01-01,True
FDBK07166,4853,Outback_65185,"Great service, but room for improvement.",2022-05-03,Complaint,High,Thank you for your feedback.,2023-08-12,True
FDBK07167,5677,Red_62276,Loved the ambiance and the staff were friendly.,2021-03-25,Suggestion,Medium,Thank you for your feedback.,2023-12-17,False
FDBK07168,7068,Outback_59995,Food quality was not as expected.,2022-11-23,Other,Low,"Resolved, thank you for reaching out.",2022-11-23,False
FDBK07169,6262,Chili's_40829,Food quality was not as expected.,2021-07-01,Praise,Low,"Resolved, thank you for reaching out.",2023-09-26,True
FDBK07170,4611,Outback_78105,Loved the ambiance and the staff were friendly.,2021-03-08,Suggestion,Medium,We are looking into this issue.,2021-03-08,False
FDBK07171,6212,P.F._56513,Loved the ambiance and the staff were friendly.,2023-06-23,Inquiry,Low,"Resolved, thank you for reaching out.",2023-06-23,False
FDBK07172,9705,Chipotle_71032,"Exceptional experience, highly recommend!",2022-11-11,Complaint,High,Thank you for your feedback.,2024-07-13,True
FDBK07173,7549,Texas_84567,Food quality was not as expected.,2022-12-06,Praise,High,Thank you for your feedback.,2023-06-24,True
FDBK07174,6726,Chili's_2569,Food quality was not as expected.,2022-10-08,Complaint,High,Thank you for your feedback.,2022-10-08,True
FDBK07175,8104,Panera_18578,"Great service, but room for improvement.",2021-02-18,Suggestion,Medium,"Resolved, thank you for reaching out.",2023-09-01,False
FDBK07176,9694,Texas_76337,Food quality was not as expected.,2020-05-11,Other,High,,2022-12-29,False
FDBK07177,4414,Olive_80141,"Great service, but room for improvement.",2020-10-02,Inquiry,High,Thank you for your feedback.,2020-10-02,False
FDBK07178,7556,Red_19836,Food quality was not as expected.,2020-09-21,Inquiry,High,,2024-05-27,False
FDBK07179,5532,Olive_6141,"The service was too slow, please improve.",2024-04-13,Praise,Medium,"Resolved, thank you for reaching out.",2024-04-13,False
FDBK07180,7676,Chipotle_30422,Food quality was not as expected.,2023-11-26,Praise,Medium,Thank you for your feedback.,2023-11-26,True
FDBK07181,10151,Chili's_9219,Food quality was not as expected.,2021-03-18,Other,Low,,2024-01-18,True
FDBK07182,5229,Chili's_46199,"The service was too slow, please improve.",2022-01-05,Other,Medium,Thank you for your feedback.,2023-04-23,True
FDBK07183,9069,Olive_33711,"The service was too slow, please improve.",2021-07-02,Praise,Medium,,2024-09-14,True
FDBK07184,10457,Panera_18248,"Great service, but room for improvement.",2022-03-20,Suggestion,Low,We are looking into this issue.,2022-03-20,True
FDBK07185,3983,Chili's_58569,"Great service, but room for improvement.",2022-07-02,Complaint,Medium,Thank you for your feedback.,2022-08-09,False
